Data-ID,Result-State,Result-Detail,rangeScoreInterno,payloadParamBTS.segmentacaoPolitica,faixaRendaBruta,payloadParam.solicitante.flagFuncionario,cpf6e7Digito,payloadParam.solicitante.flagCCRot,payloadParam.solicitante.mediaSaldoTotal,result:segmentacaoSubgrupo,expected:segmentacaoSubgrupo,result:alavancagem,expected:alavancagem,result:limiteTeto,expected:limiteTeto,result:limitePiso,expected:limitePiso,result:limiteFixo,expected:limiteFixo,result:aprovadoBAUAux,expected:aprovadoBAUAux,result:aprovadoSmallLimitsAux,expected:aprovadoSmallLimitsAux
16562,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,0,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16563,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,09,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16564,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,10,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16565,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,14,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16566,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,19,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16567,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,20,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16568,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,43,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16569,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,44,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16570,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,45,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16571,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,46,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16572,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,88,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
16573,,,R7,P3 - Investidor Alta Renda,a. Sem renda,0,89,1,40000,,IN_I_07,,0.3,,40000.0,,10000.0,,0,,1,,0
